id,date_published,accident_datetime,accident_severity,total_injured,city,street,accident_time_category,driver_under_18,driver_18_to_24,driver_25_to_49,driver_50_to_64,driver_65_plus,driver_age_unknown,num_drivers_under_18,num_drivers_18_to_24,num_drivers_25_to_49,num_drivers_50_to_64,num_drivers_65_plus,num_drivers_age_unknown,driver_male,driver_female,driver_gender_unknown,num_drivers_male,num_drivers_female,num_drivers_gender_unknown,num_drivers_total,vehicle_unknown,vehicle_pedestrian,vehicle_bicycle,vehicle_motorbike,vehicle_car,vehicle_van,vehicle_bus,num_vehicle_unknown,num_vehicle_pedestrian,num_vehicle_bicycle,num_vehicle_motorbike,num_vehicle_car,num_vehicle_van,num_vehicle_bus,is_weekend,is_public_holiday_mt,is_school_holiday_mt,is_school_day_mt,street_type,region,temperature_max,temperature_min,temperature_mean,precipitation_sum,windspeed_max,is_raining,traffic_level,accident_year,accident_month,accident_day_of_week,accident_hour
article_495320.0,30/09/2025,2024-03-19 00:00:00,not injured,0,birkirkara,naxxar road,night,False,False,False,False,False,True,0,0,0,0,0,1,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,False,False,primary,Central,19.8,12.1,16.0,0.0,20.9,False,LOW,2024,3,1,0
article_495942.0,06/10/2025,2024-09-23 00:00:00,not injured,0,san pawl il bahar,triq censu tabone,night,False,False,True,False,False,True,0,0,1,0,0,1,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,residential,Northern,26.5,20.8,23.5,7.3,22.7,True,LOW,2024,9,0,0
article_4208.0,07/12/2024,2024-12-04 17:00:00,not injured,0,st julian,regional road,afternoon,False,False,False,False,True,True,0,0,0,0,1,1,True,False,True,1,0,1,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,False,False,True,trunk,Northern,19.5,14.7,17.6,1.1,21.9,True,MODERATE,2024,12,2,17
release_83,11/12/2024,2024-12-11 11:15:00,grievious,1,naxxar,triq ernle bradford,morning,False,False,True,False,False,False,0,0,1,0,0,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,residential,Northern,18.0,12.1,14.9,0.0,9.9,False,LOW,2024,12,2,11
article_4024.0,17/12/2024,2024-12-11 17:00:00,fatal,1,san pawl il bahar,xemxija bypass,afternoon,False,False,False,True,False,False,0,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,trunk,Northern,18.4,12.5,15.4,0.0,9.9,False,LOW,2024,12,2,17
release_91,14/12/2024,2024-12-13 17:30:00,serious,1,mellieha,triq il-marfa,afternoon,False,False,False,True,False,False,0,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,True,False,trunk,Northern,20.9,18.4,19.5,0.0,28.4,False,LOW,2024,12,4,17
release_22,14/12/2024,2024-12-13 19:45:00,serious,1,gudja,dawret il-gudja,evening,False,False,False,True,False,True,0,0,0,1,0,1,True,False,True,1,0,1,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,True,True,False,primary,South Eastern,20.3,17.8,19.0,0.0,28.2,False,LOW,2024,12,4,19
article_4049.0,16/12/2024,2024-12-15 20:30:00,serious,1,xewkija,triq l-imgarr,evening,False,False,True,False,True,False,0,0,1,0,1,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,secondary,Gozo,17.9,13.8,16.2,4.3,41.7,True,LOW,2024,12,6,20
article_4014.0,17/12/2024,2024-12-17 14:15:00,slight,4,siggiewi,triq mons mikiel azzopardi,afternoon,False,False,True,True,False,False,0,0,1,1,0,0,True,False,False,2,0,0,2,False,False,False,False,False,True,False,0,0,0,0,0,2,0,False,False,False,True,residential,Central,16.4,12.4,14.3,0.0,19.2,False,LOW,2024,12,1,14
article_3989.0,19/12/2024,2024-12-19 00:00:00,not injured,0,blata l-bajda,triq dicembru tlettax,night,False,False,False,False,False,True,0,0,0,0,0,2,False,False,True,0,0,2,2,False,False,False,False,True,False,True,0,0,0,0,1,0,1,False,False,False,True,trunk,Central,17.1,14.9,15.9,0.0,23.7,False,LOW,2024,12,3,0
release_63,19/12/2024,2024-12-19 08:15:00,grievious,1,balzan,triq il-kannizzata,morning,False,True,False,False,False,False,0,1,0,0,0,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,residential,Central,17.1,14.9,16.0,0.4,25.4,True,LOW,2024,12,3,8
release_108,19/12/2024,2024-12-19 10:45:00,serious,1,naxxar,triq il-germanja,morning,False,False,False,False,True,False,0,0,0,0,1,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,residential,Northern,17.1,14.9,16.0,0.4,25.4,True,MODERATE,2024,12,3,10
article_3991.0,20/12/2024,2024-12-20 00:00:00,serious,1,naxxar,coast road,night,False,False,True,False,False,False,0,0,1,0,0,0,False,True,False,0,1,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,trunk,Northern,19.2,13.4,17.0,0.8,47.7,True,LOW,2024,12,4,0
article_3976.0,20/12/2024,2024-12-20 11:30:00,serious,1,birkirkara,triq in-naxxar,morning,False,False,True,False,True,False,0,0,1,0,1,0,True,True,False,1,1,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,False,True,primary,Central,18.9,13.1,16.8,0.8,47.7,True,LOW,2024,12,4,11
article_3976.5,20/12/2024,2024-12-20 11:45:00,serious,1,sliema,triq san gwann,morning,True,False,True,False,False,False,1,0,1,0,0,0,True,False,True,1,0,1,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,False,True,residential,Northern,19.0,13.2,16.5,0.4,43.3,True,LOW,2024,12,4,11
release_68,22/12/2024,2024-12-22 09:30:00,serious,2,naxxar,triq is-salina,morning,False,False,True,False,False,False,0,0,4,0,0,0,True,True,False,3,1,0,4,False,False,False,True,True,False,False,0,0,0,3,1,0,0,True,False,False,False,secondary,Northern,15.7,13.3,14.5,1.4,30.8,True,LOW,2024,12,6,9
article_3704.0,08/01/2025,2024-12-22 10:15:00,grievious,2,mtarfa,triq sir philip pullicino,morning,True,False,True,False,False,False,1,0,1,0,0,0,True,True,False,1,1,0,2,False,False,True,False,True,False,False,0,0,1,0,1,0,0,True,False,False,False,residential,Central,14.9,12.5,13.7,1.4,30.8,True,LOW,2024,12,6,10
article_3910.0,24/12/2024,2024-12-23 10:30:00,fatal,2,msida,regional road,morning,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,False,False,True,True,0,0,0,0,0,1,1,False,False,True,False,trunk,Central,16.8,10.4,14.0,3.2,42.8,True,LOW,2024,12,0,10
release_59,26/12/2024,2024-12-25 15:30:00,grievious,1,st julian,triq mikiel anton vassalli,afternoon,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,True,False,trunk,Northern,13.4,11.4,12.2,0.7,30.2,True,HEAVY,2024,12,2,15
release_25,27/12/2024,2024-12-27 07:45:00,grievious,1,marsa,triq dicembru tlettax,early_morning,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,trunk,Southern Harbour,15.4,12.3,13.9,4.2,23.8,True,LOW,2024,12,4,7
article_3900.0,27/12/2024,2024-12-27 11:30:00,serious,1,zejtun,triq il-hotba,morning,False,False,True,True,False,False,0,0,1,1,0,0,True,True,False,1,1,0,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,True,False,residential,South Eastern,15.4,12.3,13.9,4.2,23.8,True,LOW,2024,12,4,11
release_56,27/12/2024,2024-12-27 12:00:00,grievious,1,zejtun,triq il-hotba,morning,False,False,True,True,False,False,0,0,1,1,0,0,True,True,False,1,1,0,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,True,False,residential,South Eastern,15.4,12.3,13.9,4.2,23.8,True,LOW,2024,12,4,12
release_10,28/12/2024,2024-12-28 09:15:00,grievious,9,zabbar,st james square,morning,False,False,False,False,True,False,0,0,0,0,1,0,True,False,False,1,0,0,1,True,False,False,False,False,False,False,1,0,0,0,0,0,0,True,False,True,False,residential,Southern Harbour,16.0,13.2,14.3,0.2,13.2,True,LOW,2024,12,5,9
article_3766.0,05/01/2025,2025-01-05 07:00:00,grievious,3,birkirkara,triq dun karm,early_morning,False,False,True,False,True,False,0,0,1,0,1,0,True,False,False,2,0,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,True,False,True,False,trunk,Central,17.0,14.2,15.3,0.0,17.2,False,LOW,2025,1,6,7
release_84,07/01/2025,2025-01-06 20:00:00,fatal,2,fgura,triq hompesch,evening,False,True,False,False,False,False,0,2,0,0,0,0,False,True,False,0,2,0,2,False,False,False,False,False,True,False,0,0,0,0,0,2,0,False,False,True,False,primary,South Eastern,18.4,13.9,16.2,0.0,22.5,False,LOW,2025,1,0,20
article_3699.0,08/01/2025,2025-01-06 21:00:00,fatal,1,attard,triq l-imdina,evening,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,trunk,Central,18.1,14.8,16.3,0.0,23.8,False,LOW,2025,1,0,21
release_27,07/01/2025,2025-01-06 21:20:00,fatal,1,attard,triq l-imdina,late_evening,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,trunk,Central,18.1,14.8,16.3,0.0,23.8,False,LOW,2025,1,0,21
article_3671.0,09/01/2025,2025-01-09 11:00:00,grievious,2,rabat,triq gheriexem,morning,False,False,False,True,False,False,0,0,0,1,0,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,secondary,Central,16.8,12.8,14.5,0.0,17.8,False,MODERATE,2025,1,3,11
article_3601.0,15/01/2025,2025-01-15 07:45:00,serious,1,marsa,triq anton cassar,early_morning,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,residential,Southern Harbour,14.3,10.0,12.3,3.3,27.9,True,LOW,2025,1,2,7
release_800,15/01/2025,2025-01-15 07:45:00,grievious,1,zejtun,triq tal-barrani,early_morning,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,secondary,South Eastern,14.3,10.0,12.3,3.3,27.9,True,HEAVY,2025,1,2,7
article_3586.0,15/01/2025,2025-01-15 16:45:00,serious,1,sliema,triq guze howard,afternoon,False,False,True,True,False,False,0,0,1,1,0,0,True,False,False,2,0,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,False,True,residential,Northern,14.3,10.0,12.3,3.3,27.9,True,LOW,2025,1,2,16
release_88,15/01/2025,2025-01-15 19:30:00,grievious,1,zurrieq,blue grotto avenue,evening,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,secondary,South Eastern,14.0,9.4,11.8,1.5,26.6,True,LOW,2025,1,2,19
article_3551.0,16/01/2025,2025-01-16 10:15:00,serious,1,naxxar,triq il-fortizza tal-mosta,morning,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,secondary,Northern,15.2,9.0,12.0,4.2,19.6,True,LOW,2025,1,3,10
article_102356.0,14/07/2025,2025-01-20 00:00:00,not injured,0,san pawl il bahar,triq it-turisti,night,False,False,True,False,False,True,0,0,1,0,0,1,True,False,True,1,0,1,2,False,False,False,False,True,True,False,0,0,0,0,1,1,0,False,False,False,True,secondary,Northern,17.0,12.2,14.5,0.4,16.6,True,LOW,2025,1,0,0
release_105,23/01/2025,2025-01-22 18:00:00,grievious,1,sliema,triq rodolfu,afternoon,False,False,True,True,False,False,0,0,1,1,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,tertiary,Northern,17.9,12.2,15.0,0.0,13.5,False,LOW,2025,1,2,18
release_40,24/01/2025,2025-01-23 20:15:00,fatal,1,msida,triq mikiel anton vassalli,evening,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,trunk,Central,18.8,14.8,16.4,0.0,22.0,False,LOW,2025,1,3,20
article_3408.0,25/01/2025,2025-01-25 13:00:00,serious,1,naxxar,coast road,afternoon,False,False,True,False,False,True,0,0,1,0,0,1,True,False,True,1,0,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,trunk,Northern,17.9,12.2,14.9,0.0,16.9,False,LOW,2025,1,5,13
release_54,26/01/2025,2025-01-25 14:30:00,grievious,2,naxxar,coast road,afternoon,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,trunk,Northern,17.9,12.2,14.9,0.0,16.9,False,LOW,2025,1,5,14
release_47,01/02/2025,2025-02-01 05:00:00,grievious,1,luqa,hal farrug street,night,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,False,False,secondary,South Eastern,16.9,14.2,15.5,2.1,30.0,True,LOW,2025,2,5,5
release_470,01/02/2025,2025-02-01 12:45:00,grievious,1,gzira,rue d'argens,afternoon,False,False,True,True,False,False,0,0,1,1,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,secondary,Southern Harbour,17.1,14.4,15.8,2.1,30.0,True,LOW,2025,2,5,12
release_79,04/02/2025,2025-02-03 19:00:00,grievious,1,paola,triq il-palma,evening,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,tertiary,Southern Harbour,15.0,11.4,13.1,0.5,13.7,True,LOW,2025,2,0,19
article_3197.0,04/02/2025,2025-02-04 11:30:00,serious,2,zejtun,triq alfredo cachia zammit,morning,False,False,False,True,True,False,0,0,0,1,1,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,secondary,South Eastern,16.3,11.2,13.3,0.6,7.8,True,MODERATE,2025,2,1,11
release_107,05/02/2025,2025-02-05 09:00:00,grievious,1,attard,vjal l-istadium nazzjonali,morning,False,False,False,True,False,False,0,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,secondary,Central,15.7,10.6,13.0,0.9,12.6,True,LOW,2025,2,2,9
article_3169.0,06/02/2025,2025-02-06 08:00:00,slight,1,naxxar,triq il-labour,early_morning,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,residential,Northern,15.6,11.7,13.3,0.0,19.4,False,MODERATE,2025,2,3,8
release_100,09/02/2025,2025-02-08 21:00:00,grievious,2,zebbug,triq ir-rabat,evening,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,True,False,False,False,secondary,Central,14.8,13.8,14.5,22.6,51.4,True,LOW,2025,2,5,21
release_102,09/02/2025,2025-02-09 01:30:00,grievious,3,tarxien,triq is-sorijiet,night,False,False,True,False,False,True,0,0,1,0,0,1,False,True,True,0,1,1,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,True,False,False,False,residential,Southern Harbour,14.6,12.2,13.3,3.6,21.7,True,LOW,2025,2,6,1
release_43,09/02/2025,2025-02-09 09:45:00,grievious,1,marsascala,triq sant antnin,morning,False,False,False,True,False,False,0,0,0,1,0,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,False,False,secondary,South Eastern,14.6,12.2,13.3,3.6,21.7,True,LOW,2025,2,6,9
article_3090.0,11/02/2025,2025-02-10 21:00:00,fatal,2,kirkop,luqa road,evening,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,True,False,primary,South Eastern,15.6,10.9,13.2,0.3,25.7,True,LOW,2025,2,0,21
article_3001.0,15/02/2025,2025-02-14 23:45:00,grievious,1,iklin,triq il-wied,night,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,residential,Central,17.4,10.4,14.0,10.5,18.9,True,LOW,2025,2,4,23
release_41,15/02/2025,2025-02-15 00:00:00,grievious,1,iklin,valley road,night,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,secondary,Central,16.9,12.9,14.1,2.9,29.4,True,LOW,2025,2,5,0
article_2974.0,16/02/2025,2025-02-16 11:00:00,serious,1,siggiewi,triq il-kilpa,morning,False,False,False,True,False,False,0,0,0,2,0,0,True,False,True,1,0,1,2,False,False,True,False,True,False,False,0,0,1,0,1,0,0,True,False,False,False,residential,Central,15.3,11.4,13.3,1.5,41.5,True,LOW,2025,2,6,11
release_48,17/02/2025,2025-02-17 12:45:00,serious,1,victoria,gorg borg olivier street,afternoon,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,primary,Gozo,14.7,13.7,14.2,0.0,23.4,False,LOW,2025,2,0,12
article_2940.0,17/02/2025,2025-02-17 13:00:00,serious,4,birzebbuga,hal far road,afternoon,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,False,False,True,True,False,0,0,0,0,1,1,0,False,False,False,True,primary,South Eastern,16.7,11.9,13.8,0.0,13.1,False,LOW,2025,2,0,13
release_42,20/02/2025,2025-02-19 18:00:00,grievious,1,fgura,triq hompesch,afternoon,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,primary,South Eastern,16.4,10.9,13.6,1.4,11.7,True,LOW,2025,2,2,18
release_17,21/02/2025,2025-02-21 07:30:00,grievious,2,paola,triq il-bacir,early_morning,False,False,False,False,True,False,0,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,residential,Southern Harbour,14.8,12.6,13.4,1.5,17.3,True,LOW,2025,2,4,7
release_19,21/02/2025,2025-02-21 13:30:00,grievious,1,floriana,regional road,afternoon,False,False,True,True,False,False,0,0,1,1,0,0,False,False,True,0,0,2,2,False,False,False,False,True,False,True,0,0,0,0,1,0,1,False,False,False,True,trunk,Southern Harbour,14.8,12.6,13.4,1.5,17.3,True,MODERATE,2025,2,4,13
article_2792.5,25/02/2025,2025-02-24 14:15:00,serious,2,mellieha,triq il-marfa,afternoon,False,False,False,True,False,False,0,0,0,1,0,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,trunk,Northern,15.9,10.4,12.9,1.4,10.1,True,LOW,2025,2,0,14
article_2745.0,27/02/2025,2025-02-24 23:45:00,serious,1,hamrun,triq il-kappilan mifsud,night,False,True,False,False,False,True,0,1,0,0,0,1,True,False,True,1,0,1,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,False,True,residential,Central,16.0,10.1,12.9,1.3,8.3,True,LOW,2025,2,0,23
article_2666.0,03/03/2025,2025-03-03 07:00:00,serious,1,marsa,aldo moro road,early_morning,False,False,False,False,False,True,0,0,0,0,0,1,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,True,False,trunk,Southern Harbour,16.1,13.4,15.0,0.9,28.2,True,LOW,2025,3,0,7
article_2658.0,03/03/2025,2025-03-03 07:00:00,serious,1,xewkija,triq l-imgarr,early_morning,False,False,False,False,True,False,0,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,secondary,Gozo,15.9,14.5,14.9,0.4,43.8,True,LOW,2025,3,0,7
article_2557.0,09/03/2025,2025-03-08 19:30:00,not injured,0,san pawl il bahar,triq san pawl,evening,False,False,False,True,False,False,0,0,0,1,0,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,False,False,tertiary,Northern,17.3,13.1,15.1,0.0,18.9,False,LOW,2025,3,5,19
article_2492.0,13/03/2025,2025-03-13 14:45:00,grievious,6,zebbug,triq ir-rabat,afternoon,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,False,False,True,False,True,0,0,0,0,1,0,1,False,False,False,True,secondary,Central,16.7,15.7,16.2,0.0,24.7,False,LOW,2025,3,3,14
article_2452.0,14/03/2025,2025-03-14 10:00:00,grievious,1,rabat,triq buqana,morning,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,False,True,primary,Central,22.1,16.0,19.5,0.0,34.3,False,LOW,2025,3,4,10
article_2461.0,15/03/2025,2025-03-14 22:30:00,slight,3,paola,triq ghajn dwieli,late_evening,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,False,False,True,secondary,Southern Harbour,22.4,16.0,19.5,0.0,32.4,False,LOW,2025,3,4,22
release_11,16/03/2025,2025-03-16 08:00:00,serious,1,naxxar,coast road,early_morning,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,True,False,False,False,trunk,Northern,17.6,14.6,16.1,0.0,29.1,False,LOW,2025,3,6,8
article_2419.0,16/03/2025,2025-03-16 08:00:00,serious,2,zebbug,vjal il-helsien,early_morning,False,False,False,True,True,False,0,0,0,2,1,0,True,True,False,2,1,0,3,False,True,False,False,True,False,False,0,2,0,0,1,0,0,True,False,False,False,tertiary,Central,17.3,14.3,15.8,0.0,29.1,False,LOW,2025,3,6,8
article_2301.0,22/03/2025,2025-03-22 05:45:00,serious,1,ghajnsielem,triq l-imgarr,night,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,False,True,False,False,True,0,0,0,1,0,0,1,True,False,False,False,secondary,Gozo,18.6,15.1,16.6,0.0,50.3,False,LOW,2025,3,5,5
article_2259.0,22/03/2025,2025-03-22 13:30:00,serious,1,nadur,triq ir-rabat,afternoon,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,False,True,True,False,0,0,0,0,1,1,0,True,False,False,False,secondary,Gozo,18.7,15.5,16.8,0.0,51.4,False,LOW,2025,3,5,13
