id,date_published,accident_datetime,accident_severity,total_injured,city,street,accident_time_category,driver_under_18,driver_18_to_24,driver_25_to_49,driver_50_to_64,driver_65_plus,driver_age_unknown,num_drivers_under_18,num_drivers_18_to_24,num_drivers_25_to_49,num_drivers_50_to_64,num_drivers_65_plus,num_drivers_age_unknown,driver_male,driver_female,driver_gender_unknown,num_drivers_male,num_drivers_female,num_drivers_gender_unknown,num_drivers_total,vehicle_unknown,vehicle_pedestrian,vehicle_bicycle,vehicle_motorbike,vehicle_car,vehicle_van,vehicle_bus,num_vehicle_unknown,num_vehicle_pedestrian,num_vehicle_bicycle,num_vehicle_motorbike,num_vehicle_car,num_vehicle_van,num_vehicle_bus,is_weekend,is_public_holiday_mt,is_school_holiday_mt,is_school_day_mt,street_type,region,temperature_max,temperature_min,temperature_mean,precipitation_sum,windspeed_max,is_raining,traffic_level,accident_year,accident_month,accident_day_of_week,accident_hour
article_2201.0,26/03/2025,2025-03-26 00:00:00,not injured,0,siggiewi,triq mons mikiel azzopardi,night,False,False,False,False,False,True,0,0,0,0,0,2,False,False,True,0,0,2,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,residential,Central,16.4,13.8,15.0,24.6,28.0,True,LOW,2025,3,2,0
release_64,28/03/2025,2025-03-28 10:45:00,grievious,1,san gwann,triq tal-balal,morning,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,True,False,False,True,False,0,0,1,0,0,1,0,False,False,False,True,residential,Central,16.6,13.9,15.1,2.4,37.2,True,LOW,2025,3,4,10
article_2080.0,01/04/2025,2025-04-01 09:00:00,serious,1,naxxar,triq san pawl,morning,False,False,True,False,True,False,0,0,1,0,1,0,True,True,False,1,1,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,False,True,tertiary,Northern,15.6,11.7,13.7,2.0,39.6,True,MODERATE,2025,4,1,9
release_96,06/04/2025,2025-04-06 08:30:00,serious,1,attard,triq zaghfran,morning,False,True,True,False,False,False,0,1,1,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,trunk,Central,18.5,12.0,15.4,0.4,18.6,True,LOW,2025,4,6,8
release_5,07/04/2025,2025-04-06 20:45:00,grievious,1,rabat,triq il-buqana,evening,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,secondary,Central,17.4,11.0,14.4,0.4,18.6,True,LOW,2025,4,6,20
release_103,13/04/2025,2025-04-13 08:00:00,grievious,1,marsaxlokk,triq marsaxlokk,early_morning,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,False,False,secondary,South Eastern,19.6,15.0,17.0,0.0,26.8,False,LOW,2025,4,6,8
article_1856.0,13/04/2025,2025-04-13 15:15:00,serious,6,naxxar,coast road,afternoon,False,False,True,False,True,False,0,0,1,0,1,0,True,False,False,2,0,0,2,False,False,False,False,True,False,True,0,0,0,0,1,0,1,True,False,False,False,trunk,Northern,20.4,15.0,17.4,0.0,28.4,False,LOW,2025,4,6,15
release_76,14/04/2025,2025-04-13 17:45:00,grievious,1,birzebbuga,birzebbuga road,afternoon,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,True,False,False,False,primary,South Eastern,19.6,15.0,17.1,0.0,26.8,False,MODERATE,2025,4,6,17
release_6,16/04/2025,2025-04-15 08:50:00,grievious,1,marsa,aldo moro road,morning,False,False,True,True,False,False,0,0,1,2,0,0,True,False,False,3,0,0,3,False,False,False,True,True,True,False,0,0,0,1,1,1,0,False,False,True,False,trunk,Southern Harbour,22.5,17.2,19.9,0.5,36.2,True,LOW,2025,4,1,8
release_16,17/04/2025,2025-04-17 00:00:00,grievious,1,luqa,luqa road,night,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,True,False,primary,South Eastern,18.1,14.6,16.3,0.0,27.4,False,LOW,2025,4,3,0
release_33,17/04/2025,2025-04-17 09:30:00,grievious,1,zejtun,triq tal-barrani,morning,False,False,True,False,True,False,0,0,1,0,1,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,secondary,South Eastern,18.1,14.6,16.3,0.0,27.4,False,MODERATE,2025,4,3,9
article_1769.0,17/04/2025,2025-04-17 13:00:00,grievious,1,luqa,triq hal luqa,afternoon,False,True,False,False,True,False,0,1,0,0,1,0,True,False,False,2,0,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,True,False,trunk,South Eastern,18.1,14.6,16.3,0.0,27.4,False,LOW,2025,4,3,13
release_61,18/04/2025,2025-04-18 02:00:00,serious,1,mosta,triq iz-zejfa,night,False,False,True,True,False,False,0,0,1,1,0,0,True,False,True,1,0,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,True,True,False,residential,Northern,19.1,13.1,16.1,0.0,18.1,False,LOW,2025,4,4,2
article_1718.0,18/04/2025,2025-04-18 13:30:00,serious,1,san pawl il bahar,triq burmarrad,afternoon,False,False,True,False,True,False,0,0,1,0,1,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,True,True,False,primary,Northern,19.1,13.1,16.1,0.0,18.1,False,LOW,2025,4,4,13
release_12,22/04/2025,2025-04-22 13:00:00,grievious,1,bormla,xatt il-forn,afternoon,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,secondary,Southern Harbour,21.1,15.4,17.7,0.1,21.0,True,LOW,2025,4,1,13
release_90,26/04/2025,2025-04-25 22:00:00,grievious,1,paola,triq kordin,late_evening,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,True,False,residential,Southern Harbour,20.0,15.8,17.4,0.0,27.0,False,LOW,2025,4,4,22
release_71,06/05/2025,2025-05-02 15:30:00,serious,1,mgarr,triq l-imgarr,afternoon,False,False,False,True,False,False,0,0,0,2,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,secondary,Northern,18.3,17.3,17.7,0.0,17.1,False,LOW,2025,5,4,15
article_1489.0,03/05/2025,2025-05-02 17:00:00,serious,3,xaghra,triq ix-xaghra,afternoon,False,False,True,False,True,False,0,0,1,0,1,0,True,False,False,2,0,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,False,False,True,primary,Gozo,18.4,17.3,17.7,0.0,16.7,False,LOW,2025,5,4,17
release_26,04/05/2025,2025-05-04 14:30:00,serious,1,marsa,triq dicembru tlettax,afternoon,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,True,False,False,False,trunk,Southern Harbour,25.0,16.9,20.9,0.4,17.5,True,LOW,2025,5,6,14
release_23,07/05/2025,2025-05-07 10:00:00,grievious,1,msida,Triq L. Zamenhof,morning,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,False,True,residential,Central,25.3,18.5,21.3,0.0,13.9,False,LOW,2025,5,2,10
release_24,07/05/2025,2025-05-07 13:15:00,grievious,1,birzebbuga,triq ghar dalam,afternoon,False,True,True,False,False,False,0,1,1,0,0,0,True,False,True,1,0,1,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,False,True,primary,South Eastern,25.2,18.4,21.2,0.0,13.9,False,LOW,2025,5,2,13
release_13,08/05/2025,2025-05-08 10:15:00,grievious,1,fgura,zabbar road,morning,False,False,False,False,True,False,0,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,primary,South Eastern,25.3,16.9,21.0,0.0,17.1,False,LOW,2025,5,3,10
release_3,12/05/2025,2025-05-12 08:00:00,grievious,1,qormi,valley road,early_morning,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,False,True,secondary,Central,25.0,18.6,20.6,0.0,19.3,False,LOW,2025,5,0,8
article_1275.0,12/05/2025,2025-05-12 09:45:00,serious,1,hamrun,st joseph high road,morning,False,False,False,True,False,False,0,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,secondary,Central,25.0,18.6,20.6,0.0,19.3,False,LOW,2025,5,0,9
article_1274.0,13/05/2025,2025-05-13 08:00:00,not injured,0,st julian,triq santu wistin,early_morning,False,False,False,False,False,True,0,0,0,0,0,1,False,False,True,0,0,1,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,False,True,residential,Northern,23.4,18.0,20.0,0.4,19.0,True,LOW,2025,5,1,8
article_1227.0,15/05/2025,2025-05-14 17:45:00,grievious,1,santa venera,regional road,afternoon,False,True,False,False,False,False,0,2,0,0,0,0,False,True,False,0,2,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,trunk,Central,23.0,15.9,19.6,0.0,23.5,False,HEAVY,2025,5,2,17
release_34,15/05/2025,2025-05-15 17:45:00,grievious,1,santa venera,regional road,afternoon,False,True,False,False,False,False,0,2,0,0,0,0,False,True,False,0,2,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,trunk,Central,21.6,17.8,19.1,66.5,28.6,True,HEAVY,2025,5,3,17
article_1165.0,17/05/2025,2025-05-17 18:30:00,grievious,2,mellieha,triq dawret il-mellieha,evening,False,False,False,False,False,True,0,0,0,0,0,2,False,True,True,0,1,1,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,True,False,False,False,secondary,Northern,20.9,16.8,18.5,2.8,24.5,True,LOW,2025,5,5,18
article_1034.0,22/05/2025,2025-05-22 00:00:00,grievious,1,mgarr,road leading to ghajn tuffieha,night,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,other,Northern,25.6,18.2,20.9,0.9,24.9,True,LOW,2025,5,3,0
release_62,24/05/2025,2025-05-24 07:15:00,grievious,1,marsa,aldo moro road,early_morning,False,False,True,False,True,False,0,0,1,0,1,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,trunk,Southern Harbour,24.1,18.4,20.8,2.4,20.8,True,LOW,2025,5,5,7
article_974.0,25/05/2025,2025-05-25 13:15:00,serious,1,bugibba,triq c-cern,afternoon,True,True,False,False,False,False,1,1,0,0,0,0,True,False,False,2,0,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,True,False,False,False,residential,Northern,22.8,17.9,20.1,1.6,29.5,True,LOW,2025,5,6,13
release_86,26/05/2025,2025-05-26 13:15:00,serious,1,bugibba,triq ic-cern,afternoon,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,residential,Northern,23.4,18.1,20.2,0.0,21.6,False,LOW,2025,5,0,13
article_894.0,29/05/2025,2025-05-27 12:30:00,fatal,1,xemxija,xemxija bypass,afternoon,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,trunk,Northern,23.3,17.9,20.4,0.0,20.6,False,LOW,2025,5,1,12
article_760.0,03/06/2025,2025-06-03 04:30:00,serious,1,mellieha,triq il-marfa,night,False,False,False,True,False,False,0,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,False,True,trunk,Northern,26.4,17.6,22.1,0.0,17.8,False,LOW,2025,6,1,4
release_29,04/06/2025,2025-06-04 07:30:00,grievious,1,marsa,xatt l-ghassara tal-gheneb,early_morning,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,tertiary,Southern Harbour,26.8,20.1,23.2,0.0,19.8,False,LOW,2025,6,2,7
release_51,05/06/2025,2025-06-04 21:15:00,grievious,1,san pawl il bahar,kennedy drive,late_evening,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,trunk,Northern,27.4,20.0,23.5,0.0,21.8,False,LOW,2025,6,2,21
article_751.0,05/06/2025,2025-06-04 23:00:00,serious,1,san pawl il bahar,kennedy drive,late_evening,False,True,False,False,False,True,0,1,0,0,0,1,True,False,True,1,0,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,trunk,Northern,27.4,20.0,23.5,0.0,21.8,False,LOW,2025,6,2,23
article_654.0,08/06/2025,2025-06-06 17:30:00,fatal,1,isla,triq ix-xatt juan b azopardo,afternoon,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,secondary,Southern Harbour,30.5,19.0,24.8,0.0,8.1,False,LOW,2025,6,4,17
article_679.0,07/06/2025,2025-06-06 17:30:00,grievious,1,xewkija,triq l-imgarr,afternoon,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,secondary,Gozo,22.1,20.4,21.1,0.0,12.0,False,LOW,2025,6,4,17
article_685.0,07/06/2025,2025-06-06 20:30:00,grievious,5,san pawl il bahar,triq parades,evening,False,True,False,False,False,True,0,1,0,0,0,1,True,True,False,1,1,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,False,False,True,tertiary,Northern,29.5,18.8,24.1,0.0,8.1,False,LOW,2025,6,4,20
article_640.0,07/06/2025,2025-06-07 17:00:00,fatal,1,isla,triq ix-xatt juan b azopardo,afternoon,False,False,True,False,False,False,0,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,True,True,True,False,secondary,Southern Harbour,31.7,19.8,26.1,0.0,8.9,False,LOW,2025,6,5,17
release_9,14/06/2025,2025-06-11 15:45:00,grievious,1,naxxar,john adye street,afternoon,False,False,True,True,False,False,0,0,1,1,0,0,True,False,False,2,0,0,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,False,True,residential,Northern,29.4,20.2,24.6,0.0,8.9,False,MODERATE,2025,6,2,15
release_81,12/06/2025,2025-06-12 10:00:00,fatal,2,marsascala,triq villabate,morning,False,False,True,False,True,False,0,0,2,0,1,0,True,False,True,2,0,1,3,False,False,True,False,True,True,False,0,0,1,0,1,1,0,False,False,False,True,primary,South Eastern,30.8,22.0,26.3,0.0,9.6,False,LOW,2025,6,3,10
release_14,14/06/2025,2025-06-13 22:00:00,grievious,1,xewkija,triq santa elizabetta,late_evening,False,False,False,True,False,False,0,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,residential,Gozo,24.4,23.2,23.7,0.0,16.9,False,LOW,2025,6,4,22
article_408.0,19/06/2025,2025-06-18 22:00:00,fatal,3,zebbug,triq l-imdina,late_evening,False,False,True,True,False,False,0,0,1,1,0,0,True,False,False,2,0,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,False,False,True,trunk,Central,27.6,23.1,25.1,0.0,16.1,False,LOW,2025,6,2,22
article_381.0,20/06/2025,2025-06-19 00:00:00,serious,1,gudja,triq dawret il-gudja,night,False,True,False,True,False,False,0,1,0,1,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,secondary,South Eastern,28.6,22.5,25.4,0.0,9.4,False,LOW,2025,6,3,0
article_407.0,19/06/2025,2025-06-19 06:30:00,serious,1,zejtun,triq president anton buttigieg,early_morning,False,False,False,True,False,False,0,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,False,False,False,True,0,0,0,0,0,0,1,False,False,False,True,other,South Eastern,28.7,22.6,25.5,0.0,9.4,False,MODERATE,2025,6,3,6
article_404.0,19/06/2025,2025-06-19 10:15:00,serious,1,luqa,triq hal farrug,morning,False,False,True,True,False,False,0,0,1,1,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,secondary,South Eastern,27.5,22.5,24.7,1.7,11.8,True,LOW,2025,6,3,10
article_361.0,21/06/2025,2025-06-19 13:15:00,fatal,1,floriana,pinto wharf,afternoon,False,False,False,True,False,False,0,0,0,2,0,0,True,True,False,1,1,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,False,True,other,Southern Harbour,28.9,22.8,25.6,0.0,9.4,False,LOW,2025,6,3,13
release_2,20/06/2025,2025-06-19 18:30:00,grievious,1,gudja,triq dawret il-gudja,evening,False,True,False,True,False,False,0,1,0,1,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,secondary,South Eastern,28.6,22.5,25.4,0.0,9.4,False,LOW,2025,6,3,18
release_35,22/06/2025,2025-06-19 22:00:00,fatal,3,zebbug,triq l-imdina,late_evening,False,False,True,True,False,False,0,0,2,1,0,0,True,False,False,3,0,0,3,False,False,False,False,True,False,False,0,0,0,0,3,0,0,False,False,False,True,trunk,Central,27.5,22.5,24.7,1.7,11.8,True,LOW,2025,6,3,22
article_313.0,23/06/2025,2025-06-23 08:45:00,slight,1,gzira,regional road,morning,False,True,False,False,False,True,0,1,0,0,0,2,False,True,True,0,1,2,3,False,False,False,False,True,True,False,0,0,0,0,2,1,0,False,False,False,True,trunk,Southern Harbour,30.9,23.3,27.1,0.0,9.3,False,MODERATE,2025,6,0,8
article_287.0,25/06/2025,2025-06-25 07:00:00,not injured,2,msida,regional road,early_morning,False,False,True,False,False,True,0,0,1,0,0,1,False,True,True,0,1,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,trunk,Central,33.5,23.9,28.0,0.0,14.0,False,MODERATE,2025,6,2,7
release_45,02/07/2025,2025-07-01 21:15:00,grievious,1,ghajnsielem,triq borg gharib,late_evening,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,secondary,Gozo,26.1,24.8,25.5,0.0,19.2,False,LOW,2025,7,1,21
article_297729.0,20/07/2025,2025-07-02 12:30:00,serious,2,swieqi,ta' giorni tunnels,afternoon,False,True,False,False,False,True,0,1,0,0,0,1,True,False,False,2,0,0,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,True,False,primary,Northern,33.4,23.7,28.5,0.0,9.2,False,LOW,2025,7,2,12
article_113265.0,05/07/2025,2025-07-05 11:00:00,grievious,2,mellieha,triq il-kbira,morning,False,True,True,False,False,False,0,1,1,0,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,True,False,primary,Northern,31.6,23.7,27.6,0.0,10.2,False,LOW,2025,7,5,11
article_190828.0,07/07/2025,2025-07-06 00:00:00,serious,2,mosta,triq iz-zejfa,night,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,True,False,residential,Northern,31.1,23.6,27.4,0.0,15.0,False,LOW,2025,7,6,0
release_32,07/07/2025,2025-07-06 18:00:00,serious,1,mosta,triq iz-zejfa,afternoon,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,True,False,residential,Northern,31.1,23.6,27.4,0.0,15.0,False,LOW,2025,7,6,18
article_139548.0,10/07/2025,2025-07-09 18:30:00,grievious,2,msida,triq mikiel anton vassalli,evening,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,trunk,Central,29.5,25.4,27.5,0.0,28.3,False,MODERATE,2025,7,2,18
release_74,10/07/2025,2025-07-10 06:30:00,grievious,1,siggiewi,triq dun manwel zammit,early_morning,False,True,False,False,False,False,0,1,0,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,residential,Central,29.1,24.0,26.5,0.0,17.3,False,LOW,2025,7,3,6
release_98,14/07/2025,2025-07-14 11:00:00,grievious,1,marsaxlokk,triq melqart,morning,False,False,True,False,False,False,0,0,2,0,0,0,True,False,False,2,0,0,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,True,False,secondary,South Eastern,34.4,24.0,28.5,0.0,19.9,False,LOW,2025,7,0,11
article_495969.0,07/10/2025,2025-07-16 00:00:00,serious,1,attard,triq mount carmel,night,False,False,False,False,False,True,0,0,0,0,0,1,False,False,True,0,0,1,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,secondary,Central,30.9,24.5,27.5,0.0,20.9,False,LOW,2025,7,2,0
article_141175.0,17/07/2025,2025-07-16 13:15:00,grievious,2,gzira,rue d'argens,afternoon,False,True,True,False,False,False,0,1,1,0,0,0,False,True,False,0,2,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,secondary,Southern Harbour,32.2,24.7,28.4,0.0,13.7,False,MODERATE,2025,7,2,13
article_130030.0,17/07/2025,2025-07-17 17:00:00,serious,1,mqabba,triq l-imqabba,afternoon,False,False,False,False,True,False,0,0,0,0,1,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,primary,South Eastern,29.2,24.6,26.6,0.0,21.3,False,LOW,2025,7,3,17
release_110,18/07/2025,2025-07-17 22:15:00,grievious,1,birkirkara,triq il-wied ta birkirkara,late_evening,True,False,True,False,False,False,1,0,1,0,0,0,True,False,False,2,0,0,2,False,False,True,False,True,False,False,0,0,1,0,1,0,0,False,False,True,False,primary,Central,28.5,24.6,26.3,0.0,22.5,False,LOW,2025,7,3,22
article_450477.0,20/07/2025,2025-07-19 12:30:00,serious,1,rabat,triq il-buqana,afternoon,True,False,False,False,False,False,1,0,0,0,0,0,True,False,False,1,0,0,1,False,False,True,False,False,False,False,0,0,1,0,0,0,0,True,False,True,False,secondary,Central,30.0,22.9,26.2,0.0,8.2,False,LOW,2025,7,5,12
release_69,23/07/2025,2025-07-23 09:30:00,grievious,1,gzira,triq tas-sliema,morning,False,False,False,False,True,False,0,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,secondary,Southern Harbour,34.7,25.2,30.0,0.0,19.1,False,MODERATE,2025,7,2,9
release_7,23/07/2025,2025-07-23 10:30:00,fatal,3,lija,mosta road,morning,False,True,False,False,True,False,0,1,0,0,2,0,True,False,False,3,0,0,3,False,False,False,False,True,True,False,0,0,0,0,2,1,0,False,False,True,False,trunk,Central,33.7,25.5,28.8,0.0,19.9,False,LOW,2025,7,2,10
article_353525.0,24/07/2025,2025-07-24 04:30:00,serious,4,tarxien,triq san anard,night,False,False,True,False,False,False,0,0,2,0,0,0,True,True,False,1,1,0,2,False,False,False,True,False,False,False,0,0,0,2,0,0,0,False,False,True,False,residential,Southern Harbour,37.5,24.6,31.1,0.0,8.2,False,LOW,2025,7,3,4
release_77,24/07/2025,2025-07-24 10:15:00,grievious,1,naxxar,triq is-salina,morning,False,False,False,False,True,False,0,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,True,False,secondary,Northern,35.9,23.8,29.7,0.0,8.6,False,LOW,2025,7,3,10
article_386207.0,26/07/2025,2025-07-26 01:00:00,fatal,2,pembroke,triq sant andrija,night,False,True,True,False,False,False,0,1,1,0,0,0,True,False,True,1,0,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,True,False,trunk,Northern,35.7,26.4,30.2,0.0,30.0,False,LOW,2025,7,5,1
