Unnamed: 0,article_id,og_url,og_source_name,og_source_url,og_title,og_subtitle,og_publish_date,og_content,og_top_image_url,og_top_image_caption,og_created_at,og_tags,regxdt_accident_datetime,llm_is_accident,llm_street,llm_city,llm_number_injured,llm_accident_severity,llm__vehicle_type,llm_vehicle_damage_severity,llm_driver_age,llm_driver_gender,llm_is_victim,regxdt_accident_datetime_norm,llm_street_norm,llm_city_norm,llm__vehicle_type_norm,potential_duplicate_article_id,previous_duplicate_article_ids
339,491307,https://timesofmalta.com/article/over-day-later-police-still-searching-driver-fled-birkirkara-crash.1115104,Times of Malta,https://timesofmalta.com,"Over a day later, police still searching for driver who fled Birkirkara crash",The Friday morning accident left a motorcyclist with serious injuries,2025-08-23,"Over 24 hours after a collision between a motorcycle and a car left a biker with serious injuries, police are still looking for the car driver who fled the scene of the accident. A 57-year-old man from Msida, who was riding a Honda motorbike, was involved in a collision with a Nissan March at 5.30am on Friday on Sir Anthony Mamo Street in Birkirkara. Police had said that a 25-year old woman, who is now understood to have been the passenger in the Nissan, was taken to hospital in a state of shock. She was otherwise uninjured. However, the male driver of the Nissan allegedly fled the scene of the accident. On Saturday afternoon, police confirmed they are still looking for the man as investigations into the accident continue. Magistrate Monica Borg Galea has launched an inquiry.",https://cdn-attachments.timesofmalta.com/6d18cff44329f51a18b02495b2e1315d91902e52-1755953452-2d10c9b7-1920x1280.jpg,The white Nissan March was involved in a collision with a motorbike in Birkirkara early on Friday morning. The car driver fled the scene and is still on the run. Photos: Malta Police Force,2025-08-23 13:23:47.424157+00,"{Accident,Birkirkara,National,Police}",2025-08-22 05:30:00,True,Sir Anthony Mamo Street,Birkirkara,1,Serious,Motorcycle,none,57,M,True,2025-08-2205:30:00,siranthonymamostreet,birkirkara,motorcycle,True,[491226]
346,491437,https://timesofmalta.com/article/labour-mp-edward-zammit-lewis-backs-calls-random-breath-testing.1115163,Times of Malta,https://timesofmalta.com,Labour MP Edward Zammit Lewis backs calls for random breath testing,Former justice minister joins chorus of voices calling for measure to cut road deaths,2025-08-25,"Labour MP Edward Zammit Lewis has backed calls for the government to introduce random breath testing to reduce road deaths.  The former justice minister joined a growing list of individuals and organisations asking for police to be given the power to test drivers for drugs and alcohol, even if they do not show signs of inebriation.  ""Random testing without the need for reasonable suspicion is an effective preventative tool,” Zammit Lewis said.   Pressure has been mounting on the government to introduce random breath testing over the past few weeks, following a spate of serious traffic accidents in which drugs and alcohol were involved.   Zammit Lewis said that the situation on the roads appeared to be worsening, while referring to repeated pleas to the authorities by emergency doctor Jonathan Joslin.    “This despite several projects by Labour governments to greatly improve our country’s infrastructure in an effort to increase safety, especially by my colleague Ian Borg,” he wrote on Facebook.  Zammit Lewis acknowledged that random testing presented an ethical dilemma when it came to protecting people’s right to privacy, but said he believed the proposed change to the law would benefit the common good by increasing road safety and saving lives.  “There are models in countries like the Netherlands, Sweden, France, Germany and Ireland, which have been implemented and are now seen as effective deterrent to fatal traffic accidents.”  The MP said he agreed with Prime Minister Robert Abela, who on Sunday said the government was reviewing drink-driving penalties.  “However, I also agree with the idea of ‘prevention not reaction’,"" he said. Both the Malta Hotels and Restaurants Association and the Association of Catering Establishments have backed calls for random testing, as has Insurance Association Malta.   The legal amendment has also found support among the judiciary. In a recent inquiry into the death of a motorcyclist who was found to have cocaine in his system, Magistrate Joe Mifsud endorsed a 2023 position paper co-written by NGO Doctors For Road Safety, the Maltese Association of Psychiatry and the Foundation for Welfare Services on drug-driving under the influence of psychoactive drugs.    Mifsud endorsed each of the paper’s eight recommendations, including the introduction of a legal framework to enable random drug testing for psychoactive substances, as well as the random screening of professional drivers, such as taxi, school bus, coach and heavy machinery drivers.  Zammit Lewis has recently used social media to take aim at various government measures.  He criticised the prime minister's planning reforms committee and pushed for the immediate recognition of the state of Palestine.",https://cdn-attachments.timesofmalta.com/9f382fbbb2a21dc20aefcbba9ccd85c0da182869-1756112415-08faa0f5-1920x1280.jpg,Zammit Lewis said Malta should follow in the footsteps of various EU countries in introducing random breath tests on motorists. File photo.,2025-08-25 10:07:25.524056+00,"{National,Police,Traffic}",2025-08-24 00:00:00,False,,,,,,,,,,2025-08-2400:00:00,nan,nan,nan,True,[491380]
351,491640,https://timesofmalta.com/article/random-drug-alcohol-testing-introduced-mandatory-prison-fatalities.1115237,Times of Malta,https://timesofmalta.com,"Random drug, alcohol testing to be introduced; mandatory prison for fatalities",Plan to introduce roadside tests and harshen punishment for drivers,2025-08-26,"The government is planning to introduce random drug and alcohol testing on the roads and to ensure anyone who kills someone under the influence cannot get a suspended sentence, but is sent to prison. Prime Minister Robert Abela and Home Affairs Minister Byron Camilleri announced the details of a new law that has been tabled in parliament in the wake of pressure from several professionals following a spate of horrifying road accidents this summer. The proposed changes, which Camilleri said come as police road checks have surged to unprecedented levels, focus on strengthening penalties and introducing new testing methods. If the law is approved, police will be empowered to conduct drug tests on drivers at the roadside, similar to current alcohol checks. Drug and alcohol tests can be performed on drivers even without reasonable suspicion. Moreover, anyone who causes a person's death while under the influence of alcohol or drugs will face a mandatory prison sentence, eliminating the option of a suspended sentence. And fines for driving under the influence of alcohol or drugs will be increased. Police will also be able to request the immediate suspension of a driver's license while court proceedings are pending. At present motorists are only tested after accidents or when there is 'reasonable suspicion' that they may be driving under the influence.  Emergency doctor Jonathan Joslin on Sunday reiterated his call for random testing of motorists for alcohol and drugs, saying it is the true deterrent in decreasing injury and death. Several groups have over the past weeks called for roadside random testing after a spate of accidents linked to driving under the influence. Among them were the Insurance Association, the Malta Hotels and Catering Establishments, the Association of Catering Establishments (ACE). The government itself raised the possibility of random drug testing for drivers when it launched the National Drug Policy for public consultation in March last year. The Nationalist Party had said it would bring in a private member's bill to try to reduce road deaths.",https://cdn-attachments.timesofmalta.com/854a4c86f4d6006f493ea92c77582f7a2d9bfc8e-1756212820-10b24ce4-1920x1280.png,At present motorists are only tested after accidents or when there is 'reasonable suspicion' that they may be driving under the influence. Photo: Shutterstock,2025-08-26 13:21:32.196882+00,"{Alcohol,Drugs,National,Police,Traffic}",2025-08-24 00:00:00,False,,,,,,,,,,2025-08-2400:00:00,nan,nan,nan,True,"[491380, 491437]"
352,491651,https://timesofmalta.com/article/emergency-doctor-hails-introduction-drinkdriving-roadside-tests.1115243,Times of Malta,https://timesofmalta.com,Emergency doctor hails introduction of random drink-driving roadside tests,"""Reason prevails"", emergency doctor Jonathan Joslin said after his repeated calls for random testing were finally heard",2025-08-26,"The emergency doctor who has been calling for random testing of motorists for alcohol and drugs praised the government’s decision to introduce such random tests.  “Reason prevails: Random roadside testing leads the way,” emergency doctor Jonathan Joslin said in a Facebook post on Tuesday, shortly after the government announced several proposals to curb drink-drug driving.  “The adoption of random roadside testing marks a decisive step towards safer roads. By deterring dangerous behaviours such as drink and drug driving, it ensures greater accountability among drivers and creates a stronger culture of responsibility on our roads,” Joslin said.  Joslin was at the forefront insisting that random testing would be a more effective deterrent to prevent serious traffic accidents than the reactive imposition of higher penalties to those who cause such crashes. His comments come after Prime Minister Robert Abela and Home Affairs Minister Byron Camilleri announced the proposed changes, in the wake of pressure from several professionals and lobby groups following a spate of horrifying road accidents this summer.  They will be incorporated into a bill tabled in parliament last June, titled Traffic Regulation Ordinance (Amendment) Bill, which will be debated once parliament resumes in September. Only the bill's title was tabled at the time.  If the bill is approved, police will be empowered to conduct drug tests on drivers at the roadside, similar to current alcohol checks. Fines for driving under the influence of alcohol or drugs will also be increased.  Moreover, anyone who causes a person's death while under the influence of alcohol or drugs will face a mandatory prison sentence, eliminating the option of a suspended sentence. Along with Joslin, the Insurance Association Malta also welcomed the government's move to introduce harsher penalties for drunk and drugged driving. The IAM said it has been actively lobbying for such measures over recent years, as it firmly believes tougher enforcement will serve as a much-needed deterrent against irresponsible and dangerous conduct on the roads. “These measures send a clear signal to all that protecting the lives of responsible, law-abiding road users is paramount,” IAM director General Adrian Galea said. The Association said the reform represents an important step forward in safeguarding lives.",https://cdn-attachments.timesofmalta.com/c857600f75189c7a6c9a62b4c53dfeed4f7dbd74-1756216460-31a6c9f0-1920x1280.jpg,An AFM solider is being charged for driving under the influence in a fatal car crash last month. Photo: Malta Police Force,2025-08-26 14:21:44.083043+00,"{Alcohol,Drugs,National,Police,Traffic}",2025-08-26 00:00:00,False,,,,,,,,,,2025-08-2600:00:00,nan,nan,nan,True,[491568]
354,491694,https://timesofmalta.com/article/roadside-testing-create-injustice-thousands-cannabis-users-releaf.1115257,Times of Malta,https://timesofmalta.com,Roadside testing could create injustice for thousands of cannabis users: Releaf,'Presence of drugs in saliva does not mean impairment' - NGO,2025-08-27,"A cannabis association slammed the government's decision to introduce random roadside alcohol and drug testing, claiming it can create ""injustice"" for thousands of cannabis users.  While the decision to introduce tougher drink and drug laws was welcomed by the opposition and industry stakeholders, Releaf Malta didn't share the same sentiment.  ""Releaf Malta has been requesting a meeting for six months, but we always find doors shut in our faces,"" Releaf Malta president Andrew Bonello said in a reel on Tuesday evening.  ""The amendments introducing roadside testing for cannabis without an 'impairment assessment' will create injustice for over 60,000 cannabis users. We remind that the presence of drugs in saliva does not mean impairment or that the person is dangerous.""  Prime Minister Robert Abela and Home Affairs Minister Byron Camilleri announced the proposed changes on Tuesday, in the wake of pressure from several professionals and lobby groups following a spate of horrifying road accidents this summer. The proposed changes, which Camilleri said come as police road checks have surged to unprecedented levels, focus on strengthening penalties and introducing new testing methods. Camilleri did not clarify what drugs would be tested.  Bonello said cannabis can be detected hours after last use, but he argued it does not mean the person is dangerous and unable to drive.  He said breathalysers work differently and indicate when a driver is not in a fit state to drive. ""Dialogue with us as you do with insurance companies and lawyers who have an economic interest in these measures passing. We remind that across Europe there are hundreds of court cases challenging unfair technologies like these,"" Bonello said. Malta became the first EU country to legalise recreational cannabis use in 2021. Under current legislation, adults are allowed to possess up to seven grams of cannabis and grow up to four plants at home. Consumption remains limited to private spaces and is prohibited in public or near minors.",https://cdn-attachments.timesofmalta.com/f92b4c5a6b3db0c01de36cf55b78b5510fe3933c-1756238551-a3970434-1920x1280.jpg,"Releaf Malta disagrees with the introduction of random drug roadside testing, claiming it will create injustice for cannabis users. Photo: Shutterstock",2025-08-27 05:28:15.652775+00,"{Drugs,National,Roads,Traffic}",2025-08-26 00:00:00,False,,,,,,,,,,2025-08-2600:00:00,nan,nan,nan,True,"[491568, 491651]"
359,491738,https://timesofmalta.com/article/random-roadside-drugs-alcohol-testing-significant-step-forward-mhra.1115269,Times of Malta,https://timesofmalta.com,Random roadside drugs and alcohol testing 'significant step forward',Measures 'essential' for Malta's reputation as a safe tourism destination,2025-08-27,"The Malta Hotels and Restaurants Association on Wednesday “strongly supported” random roadside testing for drugs and alcohol saying it will have a positive impact on Malta's reputation as a safe tourism destination. The association said the introduction of random roadside testing is a “significant step forward” in addressing reckless behaviour on the roads and protecting lives. “These measures are not only essential for upholding the rule of law but also for reinforcing Malta’s international reputation as a safe and welcoming destination,” the MHRA said. Prime Minister Robert Abela and Home Affairs Minister Byron Camilleri announced on Tuesday announced that police will be given the power to randomly test drivers for alcohol or drugs while laws will be revised to ensure anyone involved in fatal crashes while driving under the influence is sent to prison.   Recognising that safety and security are “decisive success factors” for Malta as a “quality tourism destination”, the MHRA said tourists and residents must feel assured that Malta provides a safe and orderly environment, free from risks that undermine wellbeing and public trust. The association stressed that better sustainable tourism management is “inseparable” from responsible enforcement and strong deterrents against behaviour that endanger society. “These reforms will help ensure a higher standard of living for residents and the local community, while delivering outstanding, safe experiences for even the most discerning tourists,” the MHRA added.",https://cdn-attachments.timesofmalta.com/b1dabb52f5852bb21fbd5a029c809ef9f2585efc-1756284281-866547c6-1920x1280.jpg,"The MHRA says it ""strongly supports"" the introduction of random roadside testing for drugs and alcohol as it will make Malta safer not just for residents for also for tourists. File photo: Shutterstock",2025-08-27 09:30:11.285579+00,"{Accident,Alcohol,National,Tourism}",2025-08-26 00:00:00,False,,,,,,,,,,2025-08-2600:00:00,nan,nan,nan,True,"[491568, 491651, 491694]"
361,491890,https://timesofmalta.com/article/man-killed-electric-shock-identified-charles-mifsud.1115335,Times of Malta,https://timesofmalta.com,Man killed by electric shock identified as Charles Mifsud,Former hawker remembered by Żebbuġ residents as a ‘true gentleman’,2025-08-28,"A man who died by electric shock on Wednesday near Golden Bay has been identified as Charles Mifsud. Mifsud, 41, was a resident of Żebbuġ. He died after being electrocuted while working on an electricity pole, falling into a ditch as a result of the accident. It remains unclear what Mifsud was working on at the time of his death. It is also not yet known whether he was self-employed or working for a company. Until a few years ago, he was a fruit and vegetable vendor in Żebbuġ and was well-known in the community. Residents of Żebbuġ took to social media on Thursday to express their ""shock"" and condolences, with people stating that he was a ""true gentleman”. The accident occurred at around 12.30pm on Wednesday in Triq Palma, near Golden Bay. He was assisted by rescuers from the Civil Protection Department and an ambulance crew but died later in hospital. Magistrate Joe Mifsud is leading an inquiry. Police and the Occupational Health and Safety Authority are investigating. Four people died in workplace accidents during the first six months of the year, while 1,041 non-fatal accidents were recorded, according to data released by the National Statistics Office.",https://cdn-attachments.timesofmalta.com/1445f027d8de192d887c88a34badfdc792549998-1756373438-ecbed3e0-1920x1280.jpg,Charles Mifsud and his wife. Photo: Facebook.,2025-08-28 09:50:25.19553+00,"{Accident,Mellieħa,National,""Żebbuġ (Malta)""}",2025-08-27 12:30:00,False,,,,,,,,,,2025-08-2712:30:00,nan,nan,nan,True,[491787]
380,493223,https://timesofmalta.com/article/warning-sign-mgiebah-bay-four-months-report-rockfall-risk.1115951,Times of Malta,https://timesofmalta.com,No entry sign put up at Mġiebaħ Bay as danger looms right on top of bathers,The sign was put up hours after Times of Malta queried the lack of safety measures in place,2025-09-10,"The Public Works authorities on Tuesday evening placed a ‘Danger no entry’ warning sign at Mġiebaħ Bay, hours after Times of Malta queried a lack of safety measures in place and four months after a government report identified unstable rock formations as a “significant risk to public safety”.  The report had said that action should be taken “as soon as possible to prevent any avoidable incidents”.  It remains unclear whether any further safety measures will follow the placement of the no-entry sign. Mġiebaħ Bay, in Mellieħa’s Selmun area, is a swimming spot favoured by those wanting to avoid crowds. Pictures posted on social media and others taken by Times of Malta show deep cracks in rock formations just above a flat, clay part of Mġiebaħ that is popular with bathers.  Frenki Dragan Crnjakovic, who flagged the issue on the Facebook group ‘The BEST of Malta’, said he highlighted the issue last year. “A huge chunk of rock is waiting for its moment to crash into the sea. I wrote about this last year but it seems my post didn’t reach many people. Be kind – share with your friends. I believe that it will also reach the official services that will mark or fence off these dangerous areas,” he said.  Mellieħa mayor Gabriel Micallef said he first reported the issue to the police and several government entities last April. He pointed to a particular rock formation that seemed close to dislodging onto the crowd. By May, a report commissioned by the police and drawn up by the Public Works Department’s Project Design and Engineering Directorate confirmed the danger. “It has been observed that large boulders are gradually becoming dislodged due to ongoing coastal erosion,” the report, dated May 9, says. “This natural process is giving rise to areas that pose a significant risk to public safety, especially as the summer season approaches and the bay is expected to attract a high number of visitors for sunbathing and swimming,” it says. The report said that, besides the cracks in the rock formation highlighted by Micallef, other rock formations in other parts of the bay were dangerous. “In view of the above, I strongly recommend that a qualified geotechnical engineer be urgently commissioned to carry out a comprehensive assessment of the site. The objective of this evaluation should be to identify zones of potential danger and advise on any necessary mitigation measures,” the report says. “Given the imminent increase in public use of this location, this assessment should be undertaken as soon as possible to prevent any avoidable incidents.” Correspondence provided to Times of Malta by the Mellieħa mayor shows that the Lands Authority was alerted to the problem. Micallef said that the last communication he had from the authority was in June, when the Lands Authority and the council agreed to install danger signs. “Kindly note that danger signs have been ordered and I will update you with the date of installation,” the e-mail, dated June 24, said. Questions have been sent to the lands ministry. Last year, 22-year-old Mirabelle Falzon died when she was hit by falling rocks at a popular spot in an area known as Munxar, in the limits of St Thomas Bay. The ruins of an 18th-century military battery, known as Riħama, are perched on the cliff overlooking the site. After the incident, several signs were put up, warning that swimming in the area is prohibited, and a fence was erected around the battery itself.  A magisterial inquiry into the tragedy said reports about the dangerous state of the coastal battery in Marsascala, made in the months and years before the collapse killed Falzon, were lost in the bureaucracy of government entities.  The magistrate recommended that a single entity should be responsible for receiving reports about state-owned and private buildings, as well as abandoned buildings and structures like bastions and cliffs that presented a danger to the public. In a statement reacting to the conclusions, the government said it will be implementing the court’s recommendation for there to be one entity “that will receive reports about government buildings or private buildings, as well as about walls, cliffs, or abandoned buildings that pose a danger to the public”.",https://cdn-attachments.timesofmalta.com/0191d72a735c9d4c5aab804d2c674bdd585860ae-1757481590-792c9e79-1920x1280.jpg,The site at risk of a potentially deadly rockfall. (Chris Sant Fournier),2025-09-10 06:06:18.32888+00,"{Accident,Environment,Mellieħa,National}",2025-09-09 00:00:00,False,,,,,,,,,,2025-09-0900:00:00,nan,nan,nan,True,[493121]
437,496154,https://timesofmalta.com/article/23-crashes-10-breakdowns-two-spillages-tuesday-sees-extra-bad-traffic.1117510,Times of Malta,https://timesofmalta.com,"23 crashes, 10 breakdowns and two spillages: Tuesday sees extra bad traffic",It remains unclear whether the traffic jams were linked to the high number of accidents.,2025-10-08,"Traffic congestion and gridlocks were particularly bad on Tuesday, a day that also registered an abnormally high number of accidents. Motorists reported spending more than double the usual time on their commutes on Tuesday, and many took to social media to express frustration, complaining about standstill traffic that stretched even onto non-arterial roads. In a Facebook post, Transport Malta said there were 23 collisions, 10 vehicle breakdowns and two separate spillages across the island on Tuesday. It said calls for assistance were more numerous than other days, and its officers were much busier trying to solve the gridlocks. And those are just the cases Transport Malta assisted in, and do not include accidents that were reported to LESA. However, it is unclear whether the traffic jams were linked to the high number of accidents.  Transport Malta constantly monitors the roads using scores of cameras scattered around the island, and it employs officers on foot, motorbikes and in cars to patrol and clear the roads whenever accidents occur. To ensure roads are cleared as quickly as possible, officers - and sometimes whole units - are immediately deployed to the scene of a crash or breakdown, or when heavy vehicles spill hazardous fluids, materials, or chemicals. Traffic frustration On Tuesday, several motorists on social media said a journey from Sliema to Marsa took up to 1.5 hours, the short hop from Ta' Xbiex to Msida was an hour-long ordeal, the route from San Ġwann to Msida lasted 45 minutes, and drivers travelling from the Three Cities to Attard spent 1.5 hours stuck in traffic.  Key hotspots throughout the day included the St. Paul’s Bay bypass, with heavy congestion along the Coast Road and in St Julian's. Furthermore, traffic was especially bad in Paola, Marsa's Aldo Moro Road, the Marsa/Ħamrun bypass and Regional Road. Major traffic was also reported on most roads leading in and out of the Gżira, Ta’ Xbiex, and Msida area, with vehicles barely moving. Parliament drama The day's traffic woes even spilled into an impromptu banter session in parliament later that day between Prime Minister Robert Abela and Opposition Leader Alex Borg. The drama began when government whip Naomi Cachia accused the opposition of raising a procedural issue simply to buy time for Borg to arrive, as he was running late. Borg eventually arrived mid-way through Abela’s speech. When he took the floor, he told the Prime Minister he was delayed because, unlike Abela, he was stuck in traffic as he doesn't have an escort. Abela quickly hit back, telling Borg he ""better had his licence and insurance paid"". This was a reference to a recent incident involving Borg's partner, Sarah Bajada, who was caught driving without a valid vehicle licence and insurance.",https://cdn-attachments.timesofmalta.com/943b89ef823623cc61d972d5d1d3f97d74b4aead-1759934255-d5adee8a-1920x1280.png,Traffic was especially bad on Tuesday. File photo,2025-10-08 15:45:33.237115+00,"{Accident,National,Traffic,Transport}",2025-10-07 00:00:00,False,,,,,,,,,,2025-10-0700:00:00,nan,nan,nan,True,[496060]
449,496586,https://timesofmalta.com/article/today-front-pages-october-13-2025.1117762,Times of Malta,https://timesofmalta.com,Today's front pages,The top stories in Malta's newspapers,2025-10-13,"The following are the top stories in Malta's newspapers on Monday. Times of Malta leads with survey data showing that traffic, parking and public transport-related issues are now Malta’s biggest headache, and by a large margin. It also reports that a mother of two boys aged seven and nine, who wished there was a way she could avoid giving them a smartphone until they were old enough to handle its perils, has created a group of parents who agreed to keep them off their devices. The Malta Independent meanwhile, publishes comments by the Pyrotechnic Association that the PN environment bill could have been reasonable but was vague.  In-Nazzjon reports that a PN fundraiser on Sunday raised €508,225 in donations by party supporters.  It also publishes comments by PN leader Alex Borg that the party should continue believing it was capable of returning to government.  L-orizzont publishes comments by prime minister Robert Abela, who on Sunday told party supporters that traditions will be safeguarded by the constitution.",https://cdn-attachments.timesofmalta.com/28065f0a0d547d9f19f768ea71ce96e962ce5fb9-1760330763-9c700400-1920x1280.jpeg,File photo: Times of Malta,2025-10-13 08:04:55.910209+00,"{Media,National,""Social Media"",Traffic}",2025-10-13 00:00:00,False,,,,,,,,,,2025-10-1300:00:00,nan,nan,nan,True,[496577]
