id,street,city,accident_datetime_x,street_latitude,street_longitude,latitude,longitude,accident_datetime_y,future_dt_used,duration_sec,static_duration_sec,traffic_ratio,traffic_level
article_1856.0,coast road,naxxar,2025-04-13 15:15:00,35.9462438,14.4481762,35.9462438,14.4481762,2025-04-13 15:15:00,2026-01-04 15:15:00+01:00,229.0,219.0,1.0456621004566211,LOW
release_103,triq marsaxlokk,marsaxlokk,2025-04-13 08:00:00,35.8469004,14.5314513,35.8469004,14.5314513,2025-04-13 08:00:00,2026-01-04 08:00:00+01:00,197.0,203.0,0.9704433497536946,LOW
release_5,triq il-buqana,rabat,2025-04-06 20:45:00,35.87684,14.39321,35.87684,14.39321,2025-04-06 20:45:00,2026-01-04 20:45:00+01:00,222.0,255.0,0.8705882352941177,LOW
release_96,triq zaghfran,attard,2025-04-06 08:30:00,35.8892272,14.4396691,35.8892272,14.4396691,2025-04-06 08:30:00,2026-01-04 08:30:00+01:00,145.0,136.0,1.0661764705882353,LOW
article_2080.0,st paul street,naxxar,2025-04-01 09:00:00,35.9467503,14.3916683,35.9467503,14.3916683,2025-04-01 09:00:00,2026-01-06 09:00:00+01:00,142.0,117.0,1.2136752136752136,MODERATE
release_64,tal-balal road,san gwann,2025-03-28 10:45:00,35.90892,14.47411,35.90892,14.47411,2025-03-28 10:45:00,2026-01-09 10:45:00+01:00,167.0,162.0,1.0308641975308641,LOW
article_2201.0,triq mons mikel azzopardi,siggiewi,2025-03-26 00:00:00,35.83296,14.44018,35.83296,14.44018,2025-03-26 00:00:00,2026-01-07 00:00:00+01:00,243.0,243.0,1.0,LOW
article_2259.0,triq ir-rabat,nadur,2025-03-22 13:30:00,36.0672705,14.259524,36.0672705,14.259524,2025-03-22 13:30:00,2026-01-03 13:30:00+01:00,201.0,202.0,0.995049504950495,LOW
article_2301.0,triq l-imgarr,ghajnsielem,2025-03-22 05:45:00,36.02573,14.29241,36.02573,14.29241,2025-03-22 05:45:00,2026-01-10 05:45:00+01:00,91.0,106.0,0.8584905660377359,LOW
release_11,coast road,naxxar,2025-03-16 08:00:00,35.9462438,14.4481762,35.9462438,14.4481762,2025-03-16 08:00:00,2026-01-04 08:00:00+01:00,231.0,219.0,1.0547945205479452,LOW
article_2419.0,vjal il-helsien,zebbug,2025-03-16 08:00:00,35.8736616,14.4449743,35.8736616,14.4449743,2025-03-16 08:00:00,2026-01-04 08:00:00+01:00,300.0,329.0,0.9118541033434651,LOW
article_2419.0,vjal il-helsien,zebbug,2025-03-16 08:00:00,35.8736616,14.4449743,35.8736616,14.4449743,2025-03-16 08:00:00,2026-01-04 08:00:00+01:00,300.0,329.0,0.9118541033434651,LOW
article_2419.0,vjal il-helsien,zebbug,2025-03-16 08:00:00,35.8736616,14.4449743,35.8736616,14.4449743,2025-03-16 08:00:00,2026-01-04 08:00:00+01:00,300.0,329.0,0.9118541033434651,LOW
article_2419.0,vjal il-helsien,zebbug,2025-03-16 08:00:00,35.8736616,14.4449743,35.8736616,14.4449743,2025-03-16 08:00:00,2026-01-04 08:00:00+01:00,300.0,329.0,0.9118541033434651,LOW
article_2461.0,triq ghajn dwieli,paola,2025-03-14 22:30:00,35.8772491,14.5138522,35.8772491,14.5138522,2025-03-14 22:30:00,2026-01-09 22:30:00+01:00,133.0,139.0,0.9568345323741008,LOW
article_2452.0,triq buqana,rabat,2025-03-14 10:00:00,35.8919893,14.4089334,35.8919893,14.4089334,2025-03-14 10:00:00,2026-01-09 10:00:00+01:00,257.0,240.0,1.0708333333333333,LOW
article_2492.0,triq ir-rabat,zebbug,2025-03-13 14:45:00,36.0672705,14.259524,36.0672705,14.259524,2025-03-13 14:45:00,2026-01-08 14:45:00+01:00,205.0,202.0,1.0148514851485149,LOW
article_2557.0,triq san pawl,st paul's bay,2025-03-08 19:30:00,35.9467503,14.3916683,35.9467503,14.3916683,2025-03-08 19:30:00,2026-01-03 19:30:00+01:00,119.0,117.0,1.017094017094017,LOW
article_2666.0,triq aldo moro,marsa,2025-03-03 07:00:00,35.8772393,14.4948062,35.8772393,14.4948062,2025-03-03 07:00:00,2026-01-05 07:00:00+01:00,222.0,207.0,1.0724637681159421,LOW
article_2658.0,triq l-imgarr,xewkija,2025-03-03 07:00:00,36.02573,14.29241,36.02573,14.29241,2025-03-03 07:00:00,2026-01-05 07:00:00+01:00,95.0,106.0,0.8962264150943396,LOW
article_2745.0,triq il-kappillan mifsud,hamrun,2025-02-24 23:45:00,35.88641,14.48827,35.88641,14.48827,2025-02-24 23:45:00,2026-01-05 23:45:00+01:00,175.0,210.0,0.8333333333333334,LOW
article_2792.5,triq marfa,mellieha,2025-02-24 14:15:00,35.9670439,14.3518793,35.9670439,14.3518793,2025-02-24 14:15:00,2026-01-05 14:15:00+01:00,305.0,302.0,1.009933774834437,LOW
release_19,triq nazzjonali,floriana,2025-02-21 13:30:00,35.9034355,14.4867323,35.9034355,14.4867323,2025-02-21 13:30:00,2026-01-09 13:30:00+01:00,142.0,116.0,1.2241379310344827,MODERATE
release_17,triq il-bacir,paola,2025-02-21 07:30:00,35.87541,14.51328,35.87541,14.51328,2025-02-21 07:30:00,2026-01-09 07:30:00+01:00,279.0,263.0,1.0608365019011408,LOW
release_42,triq hompesch,fgura,2025-02-19 18:00:00,35.8723089,14.5218635,35.8723089,14.5218635,2025-02-19 18:00:00,2026-01-07 18:00:00+01:00,202.0,173.0,1.1676300578034682,LOW
release_42,triq hompesch,fgura,2025-02-19 18:00:00,35.8723089,14.5218635,35.8723089,14.5218635,2025-02-19 18:00:00,2026-01-07 18:00:00+01:00,202.0,173.0,1.1676300578034682,LOW
release_42,triq hompesch,fgura,2025-02-19 18:00:00,35.8723089,14.5218635,35.8723089,14.5218635,2025-02-19 18:00:00,2026-01-07 18:00:00+01:00,202.0,173.0,1.1676300578034682,LOW
release_42,triq hompesch,fgura,2025-02-19 18:00:00,35.8723089,14.5218635,35.8723089,14.5218635,2025-02-19 18:00:00,2026-01-07 18:00:00+01:00,202.0,173.0,1.1676300578034682,LOW
article_2940.0,hal far road,birzebbuga,2025-02-17 13:00:00,35.84792,14.5129,35.84792,14.5129,2025-02-17 13:00:00,2026-01-05 13:00:00+01:00,183.0,182.0,1.0054945054945055,LOW
release_48,giorgio borg olivier street,victoria,2025-02-17 12:45:00,36.04447,14.23953,36.04447,14.23953,2025-02-17 12:45:00,2026-01-05 12:45:00+01:00,256.0,269.0,0.9516728624535316,LOW
article_2974.0,triq il-kilpa,siggiewi,2025-02-16 11:00:00,35.83247,14.43691,35.83247,14.43691,2025-02-16 11:00:00,2026-01-04 11:00:00+01:00,141.0,133.0,1.0601503759398496,LOW
release_41,valley road,iklin,2025-02-15 00:00:00,35.89784,14.49012,35.89784,14.49012,2025-02-15 00:00:00,2026-01-10 00:00:00+01:00,89.0,106.0,0.839622641509434,LOW
article_3001.0,triq il-wied,iklin,2025-02-14 23:45:00,35.90473,14.45781,35.90473,14.45781,2025-02-14 23:45:00,2026-01-09 23:45:00+01:00,97.0,99.0,0.9797979797979798,LOW
article_3090.0,kirkop tunnels,kirkop,2025-02-10 21:00:00,35.8628353,14.498719,35.8628353,14.498719,2025-02-10 21:00:00,2026-01-05 21:00:00+01:00,108.0,112.0,0.9642857142857143,LOW
release_43,triq santantnin,marsascala,2025-02-09 09:45:00,35.862551,14.5587173,35.862551,14.5587173,2025-02-09 09:45:00,2026-01-04 09:45:00+01:00,171.0,162.0,1.0555555555555556,LOW
release_102,triq is-sorijiet,tarxien,2025-02-09 01:30:00,35.8702636,14.5103851,35.8702636,14.5103851,2025-02-09 01:30:00,2026-01-04 01:30:00+01:00,184.0,229.0,0.8034934497816594,LOW
release_100,triq ir-rabat,zebbug,2025-02-08 21:00:00,36.0672705,14.259524,36.0672705,14.259524,2025-02-08 21:00:00,2026-01-03 21:00:00+01:00,191.0,202.0,0.9455445544554455,LOW
article_3169.0,labour avenue,naxxar,2025-02-06 08:00:00,35.91438,14.44251,35.91438,14.44251,2025-02-06 08:00:00,2026-01-08 08:00:00+01:00,425.0,284.0,1.4964788732394365,MODERATE
release_107,vjal l-istadium nazzjonali,attard,2025-02-05 09:00:00,35.8905211,14.4223,35.8905211,14.4223,2025-02-05 09:00:00,2026-01-07 09:00:00+01:00,144.0,138.0,1.0434782608695652,LOW
article_3197.0,triq alfredo cachia zammit,zejtun,2025-02-04 11:30:00,35.8565578,14.5306657,35.8565578,14.5306657,2025-02-04 11:30:00,2026-01-06 11:30:00+01:00,145.0,118.0,1.228813559322034,MODERATE
release_79,triq il-palma,paola,2025-02-03 19:00:00,35.8709648,14.5040803,35.8709648,14.5040803,2025-02-03 19:00:00,2026-01-05 19:00:00+01:00,228.0,217.0,1.0506912442396312,LOW
release_470,rue d'argens st,gzira,2025-02-01 12:45:00,35.9066493,14.4936073,35.9066493,14.4936073,2025-02-01 12:45:00,2026-01-03 12:45:00+01:00,266.0,252.0,1.0555555555555556,LOW
release_47,hal farrug rd,luqa,2025-02-01 05:00:00,35.85463,14.48697,35.85463,14.48697,2025-02-01 05:00:00,2026-01-10 05:00:00+01:00,158.0,177.0,0.8926553672316384,LOW
release_54,coast road,naxxar,2025-01-25 14:30:00,35.9462438,14.4481762,35.9462438,14.4481762,2025-01-25 14:30:00,2026-01-03 14:30:00+01:00,215.0,219.0,0.9817351598173516,LOW
article_3408.0,coast road,salini,2025-01-25 13:00:00,35.9462438,14.4481762,35.9462438,14.4481762,2025-01-25 13:00:00,2026-01-03 13:00:00+01:00,214.0,219.0,0.9771689497716894,LOW
release_40,mikiel anton vassalli street,msida,2025-01-23 20:15:00,35.8981962,14.4867393,35.8981962,14.4867393,2025-01-23 20:15:00,2026-01-08 20:15:00+01:00,233.0,214.0,1.088785046728972,LOW
release_105,triq rodolfu,sliema,2025-01-22 18:00:00,35.9104721,14.4987943,35.9104721,14.4987943,2025-01-22 18:00:00,2026-01-07 18:00:00+01:00,273.0,246.0,1.1097560975609757,LOW
article_102356.0,triq it-turisti,st paul's bay,2025-01-20 00:00:00,35.95031,14.40688,35.95031,14.40688,2025-01-20 00:00:00,2026-01-05 00:00:00+01:00,115.0,132.0,0.8712121212121212,LOW
article_3551.0,triq il-fortizza tal-mosta,naxxar,2025-01-16 10:15:00,35.92741,14.45192,35.92741,14.45192,2025-01-16 10:15:00,2026-01-08 10:15:00+01:00,355.0,373.0,0.9517426273458445,LOW
release_88,blue grotto avenue,zurrieq,2025-01-15 19:30:00,35.8298773,14.4695035,35.8298773,14.4695035,2025-01-15 19:30:00,2026-01-07 19:30:00+01:00,76.0,74.0,1.027027027027027,LOW
article_3586.0,triq guze' howard corner with triq ghar id-dud,sliema,2025-01-15 16:45:00,35.91672,14.50203,35.91672,14.50203,2025-01-15 16:45:00,2026-01-07 16:45:00+01:00,9356.0,9031.0,1.0359871553537814,LOW
article_3601.0,anton cassar street,marsa,2025-01-15 07:45:00,35.8801056,14.4930563,35.8801056,14.4930563,2025-01-15 07:45:00,2026-01-07 07:45:00+01:00,206.0,217.0,0.9493087557603687,LOW
release_800,triq tal-barrani,zejtun,2025-01-15 07:45:00,35.85431,14.52877,35.85431,14.52877,2025-01-15 07:45:00,2026-01-07 07:45:00+01:00,255.0,154.0,1.655844155844156,HEAVY
article_3671.0,triq gheriexem,rabat,2025-01-09 11:00:00,35.8847418,14.3972858,35.8847418,14.3972858,2025-01-09 11:00:00,2026-01-08 11:00:00+01:00,195.0,145.0,1.3448275862068966,MODERATE
release_27,triq l-imdina,attard,2025-01-06 21:20:00,35.874767,14.4608589,35.874767,14.4608589,2025-01-06 21:20:00,2026-01-05 21:20:00+01:00,174.0,198.0,0.8787878787878788,LOW
article_3699.0,mdina road,attard,2025-01-06 21:00:00,35.874767,14.4608589,35.874767,14.4608589,2025-01-06 21:00:00,2026-01-05 21:00:00+01:00,173.0,198.0,0.8737373737373737,LOW
release_84,triq hompesh,fgura,2025-01-06 20:00:00,35.8723089,14.5218635,35.8723089,14.5218635,2025-01-06 20:00:00,2026-01-05 20:00:00+01:00,173.0,173.0,1.0,LOW
article_3766.0,birkirkara bypass,birkirkara,2025-01-05 07:00:00,35.9003979,14.4751653,35.9003979,14.4751653,2025-01-05 07:00:00,2026-01-04 07:00:00+01:00,304.0,339.0,0.8967551622418879,LOW
release_10,st james square,zabbar,2024-12-28 09:15:00,35.87334,14.53592,35.87334,14.53592,2024-12-28 09:15:00,2026-01-10 09:15:00+01:00,303.0,284.0,1.0669014084507042,LOW
release_56,triq il-hotba,zejtun,2024-12-27 12:00:00,35.85592,14.53341,35.85592,14.53341,2024-12-27 12:00:00,2026-01-09 12:00:00+01:00,219.0,251.0,0.8725099601593626,LOW
article_3900.0,triq il-hotba,zejtun,2024-12-27 11:30:00,35.85592,14.53341,35.85592,14.53341,2024-12-27 11:30:00,2026-01-09 11:30:00+01:00,218.0,251.0,0.8685258964143426,LOW
release_25,triq dicembru tlettax,marsa,2024-12-27 07:45:00,35.8786271,14.4913829,35.8786271,14.4913829,2024-12-27 07:45:00,2026-01-09 07:45:00+01:00,223.0,211.0,1.0568720379146919,LOW
release_59,mikiel anton vassalli street,st julians,2024-12-25 15:30:00,35.8981962,14.4867393,35.8981962,14.4867393,2024-12-25 15:30:00,2026-01-07 15:30:00+01:00,355.0,214.0,1.658878504672897,HEAVY
article_3910.0,regional road,msida,2024-12-23 10:30:00,35.9034355,14.4867323,35.9034355,14.4867323,2024-12-23 10:30:00,2026-01-05 10:30:00+01:00,118.0,116.0,1.0172413793103448,LOW
article_3704.0,triq sir philip pullicino,mtarfa,2024-12-22 10:15:00,35.8903766,14.3931157,35.8903766,14.3931157,2024-12-22 10:15:00,2026-01-04 10:15:00+01:00,294.0,295.0,0.9966101694915255,LOW
release_68,salini street,naxxar,2024-12-22 09:30:00,35.9369975,14.4339269,35.9369975,14.4339269,2024-12-22 09:30:00,2026-01-04 09:30:00+01:00,136.0,134.0,1.0149253731343284,LOW
article_3976.5,triq san gwann,sliema,2024-12-20 11:45:00,35.9107529,14.5000793,35.9107529,14.5000793,2024-12-20 11:45:00,2026-01-09 11:45:00+01:00,229.0,221.0,1.0361990950226245,LOW
article_3976.0,triq in-naxxar,birkirkara,2024-12-20 11:30:00,35.8980141,14.4596416,35.8980141,14.4596416,2024-12-20 11:30:00,2026-01-09 11:30:00+01:00,221.0,234.0,0.9444444444444444,LOW
article_3991.0,tul il-kosta,naxxar,2024-12-20 00:00:00,35.9462438,14.4481762,35.9462438,14.4481762,2024-12-20 00:00:00,2026-01-09 00:00:00+01:00,222.0,219.0,1.0136986301369864,LOW
release_108,triq il-germanja,naxxar,2024-12-19 10:45:00,35.9089538,14.440024,35.9089538,14.440024,2024-12-19 10:45:00,2026-01-08 10:45:00+01:00,316.0,261.0,1.210727969348659,MODERATE
release_63,triq il-kannizzata,balzan,2024-12-19 08:15:00,35.8963504,14.4561623,35.8963504,14.4561623,2024-12-19 08:15:00,2026-01-08 08:15:00+01:00,336.0,281.0,1.195729537366548,LOW
article_3989.0,triq dicembru tlettax,blata l-bajda,2024-12-19 00:00:00,35.8786271,14.4913829,35.8786271,14.4913829,2024-12-19 00:00:00,2026-01-08 00:00:00+01:00,185.0,211.0,0.8767772511848341,LOW
article_4014.0,triq mons mikiel azzopardi,siggiewi,2024-12-17 14:15:00,35.83296,14.44018,35.83296,14.44018,2024-12-17 14:15:00,2026-01-06 14:15:00+01:00,243.0,243.0,1.0,LOW
article_4049.0,triq l-imgarr,xewkija,2024-12-15 20:30:00,36.02573,14.29241,36.02573,14.29241,2024-12-15 20:30:00,2026-01-04 20:30:00+01:00,119.0,106.0,1.1226415094339623,LOW
release_22,dawret il-gudja,gudja,2024-12-13 19:45:00,35.8522112,14.4985812,35.8522112,14.4985812,2024-12-13 19:45:00,2026-01-09 19:45:00+01:00,254.0,242.0,1.0495867768595042,LOW
release_91,triq il-marfa,mellieha,2024-12-13 17:30:00,35.9670439,14.3518793,35.9670439,14.3518793,2024-12-13 17:30:00,2026-01-09 17:30:00+01:00,309.0,302.0,1.0231788079470199,LOW
article_4024.0,st pauls bay bypass,st pauls bay,2024-12-11 17:00:00,35.9469478,14.3994613,35.9469478,14.3994613,2024-12-11 17:00:00,2026-01-07 17:00:00+01:00,442.0,389.0,1.1362467866323906,LOW
release_83,triq e. bradford,naxxar,2024-12-11 11:15:00,35.9210351,14.4383658,35.9210351,14.4383658,2024-12-11 11:15:00,2026-01-07 11:15:00+01:00,141.0,131.0,1.0763358778625953,LOW
article_4208.0,regional road,st julian's,2024-12-04 17:00:00,35.9034355,14.4867323,35.9034355,14.4867323,2024-12-04 17:00:00,2026-01-07 17:00:00+01:00,154.0,116.0,1.3275862068965518,MODERATE
article_495942.0,triq censu tabone,st pauls bay,2024-09-23 00:00:00,35.94988,14.40962,35.94988,14.40962,2024-09-23 00:00:00,2026-01-05 00:00:00+01:00,410.0,518.0,0.7915057915057915,LOW
article_495320.0,naxxar road,birkirkara,2024-03-19 00:00:00,35.8980141,14.4596416,35.8980141,14.4596416,2024-03-19 00:00:00,2026-01-06 00:00:00+01:00,195.0,234.0,0.8333333333333334,LOW
article_3558.0,regional road,st julian's,2023-10-22 22:00:00,35.9034355,14.4867323,35.9034355,14.4867323,2023-10-22 22:00:00,2026-01-04 22:00:00+01:00,109.0,116.0,0.9396551724137931,LOW
article_167578.0,december 13 road,st paul's bay,2023-10-01 00:00:00,35.8786271,14.4913829,35.8786271,14.4913829,2023-10-01 00:00:00,2026-01-04 00:00:00+01:00,188.0,211.0,0.8909952606635071,LOW
article_3861.0,triq il-madliena,swieqi,2022-09-24 00:00:00,35.92788,14.48096,35.92788,14.48096,2022-09-24 00:00:00,2026-01-10 00:00:00+01:00,167.0,162.0,1.0308641975308641,LOW
article_490632.0,aldo moro road,marsa,2022-02-01 00:00:00,35.8772393,14.4948062,35.8772393,14.4948062,2022-02-01 00:00:00,2026-01-06 00:00:00+01:00,187.0,197.0,0.949238578680203,LOW
article_1352.0,triq ghar lapsi,siggiewi,2020-05-02 08:00:00,35.83321,14.43274,35.83321,14.43274,2020-05-02 08:00:00,2026-01-10 08:00:00+01:00,230.0,218.0,1.055045871559633,LOW
article_353524.0,triq wied bladun,paola,2018-03-13 00:00:00,35.87264,14.50788,35.87264,14.50788,2018-03-13 00:00:00,2026-01-06 00:00:00+01:00,168.0,220.0,0.7636363636363637,LOW
article_2101.0,triq sir temi zammit,mgarr,2017-08-20 15:25:00,35.9240642,14.3752357,35.9240642,14.3752357,2017-08-20 15:25:00,2026-01-04 15:25:00+01:00,229.0,186.0,1.2311827956989247,MODERATE
article_3834.0,triq il-mithna,qormi,2006-12-17 00:00:00,35.8830183,14.4734016,35.8830183,14.4734016,2006-12-17 00:00:00,2026-01-04 00:00:00+01:00,249.0,305.0,0.8163934426229508,LOW
